customer_id,full_name,email,phone,gender,age,city,state,tier,region,signup_date,preferred_language
C00083,Arun Kapoor,arun.kapoor603@yahoo.com,910169236458,Female,58.00,Pune,Maharashtra,Tier 1,West,5/8/2023,Hindi
C00084,Pankaj Kumar,pankaj.kumar395@gmail.com,913370502497,Female,27.00,Delhi,Delhi,Tier 1,North,8/26/2023,English
C00085,Nikhil Rao,nikhil.rao120@gmail.com,916691836264,Female,50.00,Pune,Maharashtra,Tier 1,West,1/26/2020,English
C00086,Isha Kapoor,isha.kapoor422@gmail.com,911195243640,Other,49.00,Pune,Maharashtra,Tier 1,West,12/2/2024,Gujarati
C00087,Dhruv Gupta,dhruv.gupta714@gmail.com,916462252237,Male,25.00,Bhubaneswar,Odisha,Tier 2,East,3/5/2024,Hindi
C00088,Harish Agarwal,harish.agarwal206@yahoo.com,912346791214,Male,25.00,Kochi,Kerala,Tier 2,South,1/15/2021,Kannada
C00089,Arjun Tiwari,arjun.tiwari600@yahoo.com,917100409013,Female,18.00,Aurangabad,Maharashtra,Tier 3,West,1/3/2020,English
C00090,Jatin Dutta,jatin.dutta273@gmail.com,917596555535,Female,42.00,Chandigarh,Punjab,Tier 2,North,8/4/2024,Hindi
C00091,Sanjay Tiwari,sanjay.tiwari4@gmail.com,916209184357,Female,60.00,Bengaluru,Karnataka,Tier 1,South,7/24/2020,Malayalam
C00092,Bhavna Desai,bhavna.desai193@yahoo.com,915050573976,Female,23.00,Bhubaneswar,Odisha,Tier 2,East,9/14/2023,Hindi
C00093,Vijay Pandey,vijay.pandey878@gmail.com,911649328980,Male,23.00,Varanasi,Uttar Pradesh,Tier 3,North,10/9/2023,English
C00094,Omkar Mishra,omkar.mishra918@gmail.com,911783332116,Other,19.00,Bhopal,Madhya Pradesh,Tier 2,North,10/12/2020,Hindi
C00095,Riya Chaudhary,riya.chaudhary288@yahoo.com,914712871539,Female,56.00,Varanasi,Uttar Pradesh,Tier 3,North,4/18/2024,Hindi
C00096,Mohan Tiwari,mohan.tiwari933@gmail.com,916863341411,Male,65.00,Nagpur,Maharashtra,Tier 2,West,11/2/2022,Marathi
C00097,Tejas Nair,tejas.nair377@yahoo.com,915690409836,Other,38.00,Indore,Madhya Pradesh,Tier 2,North,3/19/2023,English
C00098,Omkar Reddy,omkar.reddy680@gmail.com,913160875243,Male,47.00,Jaipur,Rajasthan,Tier 2,North,11/30/2022,Hindi
C00099,Jatin Malhotra,jatin.malhotra765@gmail.com,910954814973,Male,63.00,Mumbai,Maharashtra,Tier 1,West,10/25/2020,English
C00100,Ananya Tiwari,ananya.tiwari848@gmail.com,913027642086,Male,61.00,Bengaluru,Karnataka,Tier 1,South,8/11/2020,Malayalam
C00101,Sanjay Shah,sanjay.shah74@gmail.com,914438612590,Female,63.00,Mumbai,Maharashtra,Tier 1,West,11/3/2022,Hindi
C00102,Vinay Rao,vinay.rao141@gmail.com,917423330591,Female,27.00,Kochi,Kerala,Tier 2,South,3/28/2023,Malayalam
C00103,Vijay Rao,vijay.rao99@gmail.com,917201859626,Male,25.00,Pune,Maharashtra,Tier 1,West,4/25/2020,Marathi
C00104,Tanvi Trivedi,tanvi.trivedi705@gmail.com,912617647501,Male,25.00,Nagpur,Maharashtra,Tier 2,West,11/9/2021,English
C00105,Mohan Shukla,mohan.shukla24@gmail.com,919741926764,Female,24.00,Madurai,Tamil Nadu,Tier 3,South,5/4/2021,Kannada
C00106,Arjun Iyer,arjun.iyer833@gmail.com,916888718981,Female,31.00,Chennai,Tamil Nadu,Tier 1,South,10/4/2022,Tamil
C00107,Kiran Iyer,kiran.iyer569@gmail.com,915102932184,Female,20.00,Jaipur,Rajasthan,Tier 2,North,11/1/2020,Hindi
C00108,Divya Shukla,divya.shukla373@gmail.com,912603408487,Male,,Guwahati,Assam,Tier 2,East,3/9/2021,English
C00109,Riya Dutta,riya.dutta621@gmail.com,913103032432,Female,31.00,Chennai,Tamil Nadu,Tier 1,South,12/22/2021,English
C00110,Sanjay Ghosh,sanjay.ghosh747@gmail.com,911844626714,Female,62.00,Delhi,Delhi,Tier 1,North,9/20/2020,Hindi
C00111,Farhan Agarwal,farhan.agarwal645@gmail.com,913598926256,Male,56.00,Kolkata,West Bengal,Tier 1,East,5/24/2020,Bengali
C00112,Arjun Ghosh,arjun.ghosh545@yahoo.com,918615155423,Unknown,24.00,Hyderabad,Telangana,Tier 1,South,12/9/2020,Malayalam
C00113,Neha Chaudhary,neha.chaudhary802@gmail.com,912849718594,Female,56.00,Tiruchirappalli,Tamil Nadu,Tier 3,South,3/8/2020,Tamil
C00114,Ananya Rao,ananya.rao970@gmail.com,912588967924,Male,50.00,Meerut,Uttar Pradesh,Tier 3,North,10/13/2021,Hindi
C00115,Nandini Reddy,nandini.reddy388@gmail.com,914053967275,Female,50.00,Kochi,Kerala,Tier 2,South,10/19/2020,Kannada
C00116,Priya Jain,priya.jain965@gmail.com,913414651113,Female,28.00,Nashik,Maharashtra,Tier 3,West,2/12/2022,Gujarati
C00117,Deepika Malhotra,deepika.malhotra952@gmail.com,910682778816,Male,30.00,Meerut,Uttar Pradesh,Tier 3,North,8/2/2023,Hindi
C00118,Reena Jain,reena.jain548@gmail.com,913890972832,Male,26.00,Hyderabad,Telangana,Tier 1,South,9/12/2023,English
C00119,Sanjay Kumar,sanjay.kumar508@gmail.com,915153814474,Male,18.00,Aurangabad,Maharashtra,Tier 3,West,5/15/2022,English
C00120,Meera Kapoor,meera.kapoor528@gmail.com,910797050975,Male,24.00,Indore,Madhya Pradesh,Tier 2,North,9/8/2023,Hindi
C00121,Sanjay Iyer,sanjay.iyer364@yahoo.com,916731882617,Male,60.00,Meerut,Uttar Pradesh,Tier 3,North,3/4/2022,English
C00122,Neha Pandey,neha.pandey384@yahoo.com,916284177225,Female,,Aurangabad,Maharashtra,Tier 3,West,3/20/2022,Hindi
C00123,Reena Menon,reena.menon195@yahoo.com,912665023741,Male,53.00,Pune,Maharashtra,Tier 1,West,8/14/2020,English
C00124,Omkar Reddy,omkar.reddy770@gmail.com,916862110225,Male,61.00,Bengaluru,Karnataka,Tier 1,South,10/27/2021,Telugu
C00125,Ananya Tiwari,ananya.tiwari612@gmail.com,916744716392,Female,29.00,Chennai,Tamil Nadu,Tier 1,South,5/29/2022,Telugu
C00126,Priya Nair,priya.nair718@yahoo.com,916371892392,Male,26.00,Jaipur,Rajasthan,Tier 2,North,6/23/2021,English
C00127,Akash Ghosh,akash.ghosh952@yahoo.com,910931066843,Male,45.00,Meerut,Uttar Pradesh,Tier 3,North,1/28/2021,English
C00128,Ananya Shukla,ananya.shukla660@yahoo.com,911454563502,Male,21.00,Nashik,Maharashtra,Tier 3,West,5/24/2022,Hindi
C00129,Meera Malhotra,meera.malhotra287@gmail.com,911624755411,Female,61.00,Mumbai,Maharashtra,Tier 1,West,8/24/2022,Marathi
C00130,Rohit Yadav,rohit.yadav830@gmail.com,919895343961,Unknown,26.00,Nagpur,Maharashtra,Tier 2,West,2/27/2024,Gujarati
C00131,Akash Menon,akash.menon722@gmail.com,911189547382,Male,30.00,Jaipur,Rajasthan,Tier 2,North,1/30/2021,English
C00132,Geeta Das,geeta.das874@gmail.com,918557161768,Female,50.00,Chennai,Tamil Nadu,Tier 1,South,4/4/2024,Tamil
C00133,Kavya Ghosh,kavya.ghosh991@yahoo.com,910903678812,Male,50.00,Bengaluru,Karnataka,Tier 1,South,11/27/2023,Malayalam
C00134,Geeta Chaudhary,geeta.chaudhary622@yahoo.com,912029390878,Female,51.00,Pune,Maharashtra,Tier 1,West,3/31/2022,Hindi
C00135,Raj Bose,raj.bose726@yahoo.com,911230834024,Female,35.00,Mysuru,Karnataka,Tier 3,South,8/29/2021,Tamil
C00136,Mohan Chatterjee,mohan.chatterjee548@yahoo.com,915955184269,Male,21.00,Pune,Maharashtra,Tier 1,West,6/3/2021,Gujarati
C00137,Sanjay Bose,sanjay.bose989@yahoo.com,914089164983,Unknown,32.00,Nagpur,Maharashtra,Tier 2,West,5/2/2024,Hindi
C00138,Priya Agarwal,priya.agarwal645@gmail.com,916273652717,Unknown,29.00,Bhubaneswar,Odisha,Tier 2,East,6/4/2023,Bengali
C00139,Manish Trivedi,manish.trivedi185@gmail.com,910422693121,Male,47.00,Ahmedabad,Gujarat,Tier 1,West,2/2/2024,English
C00140,Dhruv Dutta,dhruv.dutta745@gmail.com,910916601002,Male,23.00,Ranchi,Jharkhand,Tier 3,East,8/10/2020,Hindi
C00141,Ishaan Sharma,ishaan.sharma990@yahoo.com,911851327972,Male,48.00,Ranchi,Jharkhand,Tier 3,East,10/6/2024,Bengali
C00142,Nikhil Kumar,nikhil.kumar709@yahoo.com,918100184186,Male,32.00,Kolkata,West Bengal,Tier 1,East,1/18/2023,Bengali
C00143,Neha Jain,neha.jain151@gmail.com,914361721314,Male,57.00,Nagpur,Maharashtra,Tier 2,West,2/28/2022,Hindi
C00144,Divya Yadav,divya.yadav918@yahoo.com,912268592624,Female,36.00,Pune,Maharashtra,Tier 1,West,6/22/2020,Hindi
C00145,Dhruv Ghosh,dhruv.ghosh678@gmail.com,914102252677,Female,25.00,Kolkata,West Bengal,Tier 1,East,10/19/2022,English
C00146,Vijay Ghosh,vijay.ghosh93@gmail.com,912265576769,Female,39.00,Mumbai,Maharashtra,Tier 1,West,10/23/2020,Marathi
C00147,Mohan Chatterjee,mohan.chatterjee429@gmail.com,918878836196,Female,62.00,Coimbatore,Tamil Nadu,Tier 2,South,2/23/2022,Telugu
C00148,Pankaj Mehta,pankaj.mehta371@yahoo.com,910587210552,Male,27.00,Nagpur,Maharashtra,Tier 2,West,4/26/2021,English
C00149,Nikhil Agarwal,nikhil.agarwal58@gmail.com,911260650191,Male,56.00,Delhi,Delhi,Tier 1,North,4/4/2021,Hindi
C00150,Aditi Pillai,aditi.pillai145@yahoo.com,911096227284,Male,64.00,Kolkata,West Bengal,Tier 1,East,1/18/2022,Hindi
C00151,Vikas Sharma,vikas.sharma114@yahoo.com,910928206678,Female,34.00,Madurai,Tamil Nadu,Tier 3,South,10/8/2021,English
C00152,Bhavna Kapoor,bhavna.kapoor233@gmail.com,912418623690,Male,29.00,Chennai,Tamil Nadu,Tier 1,South,12/23/2023,English
C00153,Jatin Gupta,jatin.gupta480@gmail.com,916620563411,Male,56.00,Bengaluru,Karnataka,Tier 1,South,11/19/2023,Kannada
C00154,Aditi Chatterjee,aditi.chatterjee167@gmail.com,911390438303,Male,54.00,Chandigarh,Punjab,Tier 2,North,7/31/2021,Hindi
C00155,Harish Pandey,harish.pandey50@gmail.com,914054683565,Other,62.00,Siliguri,West Bengal,Tier 3,East,3/4/2020,English
C00156,Dhruv Tiwari,dhruv.tiwari919@gmail.com,911820967904,Male,61.00,Chennai,Tamil Nadu,Tier 1,South,4/14/2022,Malayalam
C00157,Deepika Mehta,deepika.mehta238@gmail.com,912288985725,Male,57.00,Patna,Bihar,Tier 2,East,11/1/2024,Hindi
C00158,Akash Chaudhary,akash.chaudhary214@gmail.com,919129710248,Unknown,23.00,Varanasi,Uttar Pradesh,Tier 3,North,4/5/2021,English
C00159,Dhruv Mishra,dhruv.mishra174@gmail.com,912149551127,Male,48.00,Chennai,Tamil Nadu,Tier 1,South,4/10/2021,Kannada
C00160,Uma Khanna,uma.khanna947@yahoo.com,911970546692,Male,50.00,Bhubaneswar,Odisha,Tier 2,East,8/24/2023,English
C00161,Riya Yadav,riya.yadav699@gmail.com,917409038021,Male,28.00,Ahmedabad,Gujarat,Tier 1,West,6/19/2020,English
C00162,Arjun Bose,arjun.bose896@gmail.com,911577871121,Female,43.00,Kochi,Kerala,Tier 2,South,6/3/2022,Malayalam
C00163,Manish Shah,manish.shah67@gmail.com,919737147082,Female,27.00,Kochi,Kerala,Tier 2,South,4/11/2021,Telugu
C00164,Riya Singh,riya.singh793@gmail.com,915673030644,Female,23.00,Indore,Madhya Pradesh,Tier 2,North,5/16/2023,Hindi
C00165,Arjun Ghosh,arjun.ghosh84@yahoo.com,917683420165,Female,37.00,Delhi,Delhi,Tier 1,North,9/4/2022,Hindi
C00166,Manish Verma,manish.verma494@gmail.com,912659608931,Female,55.00,Jodhpur,Rajasthan,Tier 3,North,8/5/2022,Hindi
C00167,Riya Sinha,riya.sinha155@gmail.com,912751648072,Female,58.00,Pune,Maharashtra,Tier 1,West,1/30/2020,Gujarati
C00168,Akash Agarwal,akash.agarwal193@gmail.com,918296353390,Male,41.00,Hyderabad,Telangana,Tier 1,South,7/3/2024,Tamil
C00169,Raj Kapoor,raj.kapoor839@gmail.com,917766558685,Male,29.00,Mumbai,Maharashtra,Tier 1,West,10/25/2022,English
C00170,Vijay Yadav,vijay.yadav567@gmail.com,918664649111,Male,,Coimbatore,Tamil Nadu,Tier 2,South,12/28/2020,English
C00171,Varun Joshi,varun.joshi768@gmail.com,918178904633,Female,53.00,Patna,Bihar,Tier 2,East,10/13/2022,Hindi
C00172,Divya Menon,divya.menon974@yahoo.com,917660538444,Male,44.00,Mumbai,Maharashtra,Tier 1,West,8/19/2022,Marathi
C00173,Aarav Desai,aarav.desai16@yahoo.com,915895529638,Other,30.00,Nagpur,Maharashtra,Tier 2,West,7/3/2020,English
C00174,Ananya Jain,ananya.jain962@gmail.com,912658263128,Male,54.00,Chennai,Tamil Nadu,Tier 1,South,9/20/2020,Malayalam
C00175,Uma Das,uma.das163@gmail.com,913110609209,Female,23.00,Visakhapatnam,Andhra Pradesh,Tier 2,South,6/2/2023,English
C00176,Suresh Patel,suresh.patel752@yahoo.com,917523343836,Female,60.00,Hyderabad,Telangana,Tier 1,South,2/29/2024,Tamil
C00177,Priya Mehta,priya.mehta643@yahoo.com,919117911244,Female,23.00,Patna,Bihar,Tier 2,East,10/21/2020,Bengali
C00178,Arun Yadav,arun.yadav401@yahoo.com,910617136657,Female,29.00,Ahmedabad,Gujarat,Tier 1,West,1/3/2021,Hindi
C00179,Aarav Iyer,aarav.iyer581@gmail.com,910155799802,Female,34.00,Tiruchirappalli,Tamil Nadu,Tier 3,South,12/9/2023,Tamil
C00180,Manish Patel,manish.patel24@gmail.com,912351305231,Female,26.00,Bengaluru,Karnataka,Tier 1,South,2/1/2023,Kannada
C00181,Priya Pandey,priya.pandey977@yahoo.com,918477686342,Male,63.00,Pune,Maharashtra,Tier 1,West,12/2/2021,Hindi
C00182,Tanvi Joshi,tanvi.joshi813@gmail.com,914237676945,Unknown,56.00,Bengaluru,Karnataka,Tier 1,South,10/4/2023,Malayalam
C00183,Vijay Menon,vijay.menon362@gmail.com,911720849649,Female,59.00,Tiruchirappalli,Tamil Nadu,Tier 3,South,7/3/2023,English
C00184,Sanjay Shah,sanjay.shah118@yahoo.com,915625313552,Female,25.00,Nashik,Maharashtra,Tier 3,West,2/3/2020,Gujarati
C00185,Riya Sharma,riya.sharma337@yahoo.com,919538164938,Male,53.00,Kolkata,West Bengal,Tier 1,East,8/1/2024,Hindi
C00186,Reena Gupta,reena.gupta915@gmail.com,916553307704,Male,25.00,Visakhapatnam,Andhra Pradesh,Tier 2,South,3/21/2023,Malayalam
C00187,Kavya Sinha,kavya.sinha393@yahoo.com,910409074260,Female,51.00,Meerut,Uttar Pradesh,Tier 3,North,4/25/2023,Hindi
C00188,Rohit Patel,rohit.patel482@yahoo.com,916445561857,Female,43.00,Bhopal,Madhya Pradesh,Tier 2,North,5/22/2020,English
C00189,Pankaj Mishra,pankaj.mishra870@gmail.com,911591030021,Other,62.00,Indore,Madhya Pradesh,Tier 2,North,7/10/2022,English
C00190,Neha Rao,neha.rao196@gmail.com,915800401041,Male,62.00,Chennai,Tamil Nadu,Tier 1,South,6/29/2020,English
C00191,Suresh Ghosh,suresh.ghosh175@gmail.com,919712529671,Female,,Delhi,Delhi,Tier 1,North,1/12/2023,English
